Ticker,TickerType,Company,Traded,Transaction,Trade_Size_USD,Status,Subholding,Description,Name,BioGuideID,Filed,Party,District,Chamber,Comments,Quiver_Upload_Time,excess_return,State,last_modified
NWN,,NORTHWEST NATURAL GAS COMPANY,2017-02-17,Sale,"$50,001 - $100,000",NEW,,EXERCISE OF STOCK OPTION SHARES,Earl Blumenauer,B000574,2017-05-02,D, OR03,House,,2020-07-26,-197.133240871374,Oregon,2023-11-16
NWN,,NORTHWEST NATURAL GAS COMPANY,2017-02-17,Sale,"$50,001 - $100,000",NEW,,EXERCISE OF STOCK OPTION SHARES,Earl Blumenauer,B000574,2017-02-23,D, OR03,House,,2020-07-26,-197.133240871374,Oregon,2023-11-16
II,,"MOUNTAIN ENERGY, CHANNEL ENERGY, AND PRINCIPLE PETROLEUM PARTNERS; AND",2017-02-16,Purchase,"$1,001 - $15,000",NEW,,PRIVATE EQUITY FUND CAPITAL CALL FOR (I) INVESTMENTS IN CHANNEL ENERGY; AND (II) FUND EXPENSES.,Bill Flores,F000461,2017-02-13,R, TX17,House,,2020-07-26,,Texas,2023-11-16
WB1,,SCHWAB CHARLES CORP NEW,2017-02-15,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2017-03-17,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2017-02-15,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2017-03-17,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2017-02-09,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2017-03-17,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
ION1,,IONS INC,2017-02-09,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2017-03-17,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2017-02-09,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2017-03-17,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2017-02-09,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2017-03-17,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2017-02-09,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2017-03-17,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2017-02-09,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2017-03-17,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2017-02-09,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2017-03-17,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2017-02-06,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2017-03-17,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2017-02-06,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2017-03-17,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
SQ,,"SQUARE, INC. CLASS A",2017-01-20,Purchase,"$15,001 - $50,000",NEW,,"EXERCISED 50 CALL OPTIONS (5,000 SHARES) EXPIRING 1/20/17 AT A STRIKE PRICE OF $8",Nancy Pelosi,P000197,2017-02-14,D, CA12,House,,2020-07-26,320.017655700735,California,2023-11-16
AAPL,,APPLE INC.,2017-01-20,Sale,"$250,001 - $500,000",NEW,,SALE OF 100 CALL OPTIONS WITH A STRIKE PRICE OF $90 AND AN EXPIRATION DATE OF 1/20/17,Nancy Pelosi,P000197,2017-02-14,D, CA12,House,,2020-07-26,599.2378561476,California,2023-11-16
AAPL,,APPLE INC.,2017-01-19,Purchase,"$500,001 - $1,000,000",NEW,,"EXERCISED 100 CALL OPTIONS (10,000 SHARES) EXPIRING 1/20/17 AT A STRIKE PRICE OF $90",Nancy Pelosi,P000197,2017-02-14,D, CA12,House,,2020-07-26,599.936974333726,California,2023-11-16
ALNY,,"ALNYLAM PHARMACEUTICALS, INC.",2016-12-30,Sale,"$1,001 - $15,000",NEW,RHIRA,PUT 1/20/17 ($40),Richard L. Hanna,H001051,2017-01-18,R, NY22,House,,2020-07-26,898.456900124348,New York,2023-11-16
DG1,,DOLLAR GEN CORP,2016-12-28,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2017-01-31,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2016-12-28,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2017-01-31,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
HEN3,,SHENZHOU INTL,2016-12-05,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2017-01-31,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
BACWSA,,BANK AMER CORP WT US TREAS TARP,2016-11-07,Sale,"$1,001 - $15,000",NEW,FIDELITY INVESTMENTS BROKERAGE ACCOUNT,BANK AMER CORP WT US TREAS TAROP EXP 01/19,Carlos Curbelo,C001107,2016-12-09,R, FL26,House,,2020-07-26,,Florida,2023-11-16
BH1,,TELS & RESORTS,2016-10-27,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2016-11-17,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
BH1,,TELS & RESORTS,2016-10-26,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2016-11-17,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
BH1,,TELS & RESORTS,2016-10-24,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2016-11-17,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2016-10-24,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2016-11-17,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2016-10-21,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2016-11-17,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
BH1,,TELS & RESORTS,2016-10-20,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2016-11-17,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
BH1,,TELS & RESORTS,2016-10-17,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2016-11-17,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2016-10-04,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2016-11-17,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2016-10-04,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2016-11-17,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2016-09-13,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2016-10-14,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2016-09-13,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2016-10-14,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2016-09-07,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2016-10-14,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2016-09-07,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2016-10-14,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2016-08-31,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2016-09-23,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2016-08-31,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2016-09-23,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2016-08-30,Purchase,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2016-09-23,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2016-08-30,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2016-09-23,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2016-08-16,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2016-09-23,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2016-08-16,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2016-09-23,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2016-08-11,Purchase,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2016-09-23,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2016-08-11,Purchase,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2016-09-23,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2016-08-10,Purchase,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2016-09-23,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2016-08-10,Purchase,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2016-09-23,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2016-08-09,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2016-09-23,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2016-08-09,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2016-09-23,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2016-08-03,Sale,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2016-09-23,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2016-08-03,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2016-09-23,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2016-08-01,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2016-09-23,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2016-08-01,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2016-09-23,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DL1,,ICAL CORP,2016-07-12,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2016-08-16,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DL1,,ICAL CORP,2016-07-06,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2016-08-16,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DL1,,ICAL CORP,2016-07-05,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2016-08-16,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
3305779,,DIALIGHT,2016-06-10,Sale,"$1,001 - $15,000",NEW,,FOREIGN EXCHANGE POSITION (TICKER DIA LN),Suzan K. Delbene,D000617,2016-07-13,D, WA01,House,,2020-07-26,,Washington,2023-11-16
6897143,,TORAY IND INC,2016-06-09,Sale,"$15,001 - $50,000",NEW,,FOREIGN EXCHANGE POSITION (3402 JP),Suzan K. Delbene,D000617,2016-07-13,D, WA01,House,,2020-07-26,,Washington,2023-11-16
5522714,,PSI AG,2016-06-09,Sale,"$15,001 - $50,000",NEW,,FOREIGN EXCHANGE POSITION (TICKER PSAN GR),Suzan K. Delbene,D000617,2016-07-13,D, WA01,House,,2020-07-26,,Washington,2023-11-16
4491235,,KINGSPAN GRP PLC,2016-06-09,Sale,"$15,001 - $50,000",NEW,,FOREIGN EXCHANGE POSITION (TICKER KSP ID),Suzan K. Delbene,D000617,2016-07-13,D, WA01,House,,2020-07-26,,Washington,2023-11-16
BLM7FC2,,LUMENPULSE INC,2016-06-09,Sale,"$15,001 - $50,000",NEW,,,Suzan K. Delbene,D000617,2016-07-13,D, WA01,House,,2020-07-26,,Washington,2023-11-16
4824778,,SGS SA-REG,2016-06-09,Sale,"$15,001 - $50,000",NEW,,FOREIGN EXCHANGE POSITION (TICKER SGSN VX),Suzan K. Delbene,D000617,2016-07-13,D, WA01,House,,2020-07-26,,Washington,2023-11-16
B13WZ26,,ZUMTOBEL GROUP AG,2016-06-09,Sale,"$1,001 - $15,000",NEW,,FOREIGN EXCHANGE POSITION (TICKER ZAG AV),Suzan K. Delbene,D000617,2016-07-13,D, WA01,House,,2020-07-26,,Washington,2023-11-16
3305779,,DIALIGHT,2016-06-09,Sale,"$1,001 - $15,000",NEW,,FOREIGN EXCHANGE POSITION (TICKER DIA LN),Suzan K. Delbene,D000617,2016-07-13,D, WA01,House,,2020-07-26,,Washington,2023-11-16
B1W8P14,,AALBERTS,2016-06-09,Sale,"$15,001 - $50,000",NEW,,FOREIGN EXCHANGE POSITION (TICKER AALB NA),Suzan K. Delbene,D000617,2016-07-13,D, WA01,House,,2020-07-26,,Washington,2023-11-16
DG1,,DOLLAR GEN CORP,2016-06-07,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2016-07-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2016-06-07,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2016-07-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2016-06-03,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2016-07-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2016-06-03,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2016-07-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
SQ,,"SQUARE, INC. CLASS A",2016-05-17,Purchase,"$1,001 - $15,000",NEW,,PURCHASE OF 50 CALL OPTIONS WITH A STRIKE PRICE OF $8 AND AN EXPIRATION DATE OF 1/20/17,Nancy Pelosi,P000197,2016-05-24,D, CA12,House,,2020-07-26,654.948533526579,California,2023-11-16
AAPL,,APPLE INC.,2016-05-17,Purchase,"$100,001 - $250,000",NEW,,PURCHASE OF 100 CALL OPTIONS WITH A STRIKE PRICE OF $80 AND AN EXPIRATION DATE OF 6/16/17,Nancy Pelosi,P000197,2016-05-24,D, CA12,House,,2020-07-26,819.963694844667,California,2023-11-16
VLRX1,,VALEANT PHARMACEUTICALS INTL INC,2016-04-22,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2016-05-25,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
VLRX1,,VALEANT PHARMACEUTICALS INTL INC,2016-04-22,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2016-05-25,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
2,,"10/29/2015 UNREFUNDED BALANCE - SER DZ BEO, AND",2016-04-19,Purchase,"$15,001 - $50,000",NEW,,PUBLICLY TRADED MASTER LIMITED PARTNERSHIP INTEREST,David A. Trott,T000475,2016-05-04,R, MI11,House,,2020-07-26,,Michigan,2023-11-16
4491235,,KINGSPAN GRP PLC,2016-04-15,Sale,"$15,001 - $50,000",NEW,,FOREIGN EXCHANGE POSITION,Suzan K. Delbene,D000617,2016-05-13,D, WA01,House,,2020-07-26,,Washington,2023-11-16
DG1,,DOLLAR GEN CORP,2016-04-08,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2016-05-25,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2016-04-08,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2016-05-25,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DUE 07/01/25,,MONROE CNTY GA DEV A POLLTN CTL REV GA PWR CO,2016-03-09,Purchase,"$15,001 - $50,000",NEW,STERNE AGEE,INTEREST RATE: 2.000%,Earl Leroy Carter,C001103,2016-04-05,R, GA01,House,,2020-07-26,,Georgia,2023-11-16
DUE 12/01/29,,SUGAR HILL GA DWNTN AUTH REV EPICTR,2016-03-09,Purchase,"$15,001 - $50,000",NEW,STERNE AGEE,INTEREST RATE: 2.500%,Earl Leroy Carter,C001103,2016-04-05,R, GA01,House,,2020-07-26,,Georgia,2023-11-16
DNB1,,DUN & BRADSTREET CORP,2016-03-07,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2016-04-20,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DNB1,,DUN & BRADSTREET CORP,2016-03-04,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2016-04-20,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2016-02-22,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2016-03-18,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2016-02-22,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2016-03-18,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
HEN3,,HENRICO CNTY VÀ,2016-02-19,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2016-03-18,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
VLRX1,,VALEANT PHARMACEUTICALS INTL INC,2016-02-19,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2016-03-18,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2016-02-12,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2016-03-18,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
FTI1,,FMC TECHNOLOGIES INC,2016-02-10,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2016-03-18,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
FTI1,,FMC TECHNOLOGIES INC,2016-02-10,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2016-03-18,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
AIDA1,,WAL-MART STORES INC,2016-02-03,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2016-03-18,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
GSP1,,GROWTH FUND,2016-02-02,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2016-03-18,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
FTI1,,FMC TECHNOLOGIES INC,2016-01-29,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2016-03-18,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
FTI1,,FMC TECHNOLOGIES INC,2016-01-29,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2016-03-18,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TE1,,TE CONNECTIVITY,2016-01-26,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2016-03-01,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
FTI1,,FMC TECHNOLOGIES INC,2016-01-26,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2016-03-01,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
FTI1,,FMC TECHNOLOGIES INC,2016-01-26,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2016-03-01,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
FITB,,FIFTH THIRD BANCORP,2016-01-25,Purchase,"$1,001 - $15,000",NEW,JAMES MCDERMOTT SR IRA,SR NOTE FXD/VAR CPN 4.900% DTD 06/05/14 FC 09/30/14 CALL 09/30/19@ 100.000,Jim Mcdermott,M000404,2016-02-24,D, WA07,House,,2020-07-26,-73.6553965088732,Washington,2023-11-16
FTI1,,FMC TECHNOLOGIES INC,2016-01-21,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2016-03-01,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
FTI1,,FMC TECHNOLOGIES INC,2016-01-21,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2016-03-01,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
BOT4J94,,WASION GROUP,2016-01-20,Sale,"$15,001 - $50,000",NEW,,FOREIGN EXCHANGE POSITION,Suzan K. Delbene,D000617,2016-02-15,D, WA01,House,,2020-07-26,,Washington,2023-11-16
B923935,,DE OSRAM LICHT AG,2016-01-20,Sale,"$15,001 - $50,000",NEW,,FOREIGN EXCHANGE POSITION,Suzan K. Delbene,D000617,2016-02-15,D, WA01,House,,2020-07-26,,Washington,2023-11-16
DIS,,WALT DISNEY COMPANY,2016-01-15,Purchase,"$500,001 - $1,000,000",NEW,,"EXERCISED 100 CALL OPTIONS (10,000 SHARES) EXPIRING 1/15/16 AT A STRIKE PRICE OF $90",Nancy Pelosi,P000197,2016-02-17,D, CA12,House,,2020-07-26,-239.138348339626,California,2023-11-16
FTI1,,FMC TECHNOLOGIES INC,2016-01-14,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2016-03-01,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
FTI1,,FMC TECHNOLOGIES INC,2016-01-14,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2016-03-01,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
AAPL,,APPLE INC.,2016-01-13,Purchase,"$250,001 - $500,000",NEW,,PURCHASE OF 200 CALL OPTIONS WITH A STRIKE PRICE OF $90 AND AN EXPIRATION DATE OF 1/20/17,Nancy Pelosi,P000197,2016-02-17,D, CA12,House,,2020-07-26,746.96411057976,California,2023-11-16
FTI1,,FMC TECHNOLOGIES INC,2015-12-23,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2016-02-03,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
FTI1,,FMC TECHNOLOGIES INC,2015-12-23,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2016-02-03,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2015-12-18,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2016-02-03,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2015-12-18,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2016-02-03,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TRON1,,ATION INC,2015-12-18,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2016-02-03,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2015-12-18,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2016-02-03,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2015-12-18,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2016-02-03,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
FTI1,,FMC TECHNOLOGIES INC,2015-12-15,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2016-02-03,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
FTI1,,FMC TECHNOLOGIES INC,2015-12-15,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2016-02-03,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2015-12-08,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2016-02-03,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
VLRX1,,VALEANT PHARMACEUTICALS INTL INC -,2015-12-07,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2015-12-16,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
NWN,,NORTHWEST NATURAL GAS COMPANY,2015-11-19,Sale,"$15,001 - $50,000",NEW,,EXERCISE OF STOCK OPTION SHARES,Earl Blumenauer,B000574,2015-11-25,D, OR03,House,,2020-07-26,-214.026099781234,Oregon,2023-11-16
B1WSP14,,AALBERTS,2015-11-17,Purchase,"$15,001 - $50,000",NEW,,FOREIGN EXCHANGE POSITION,Suzan K. Delbene,D000617,2015-12-11,D, WA01,House,,2020-07-26,,Washington,2023-11-16
VLRX1,,VALEANT PHARMACEUTICALS INTL INC,2015-11-09,Purchase,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2015-12-16,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
ASAM1,,CASH AMER INTL INC,2015-10-22,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2015-11-19,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
ASAM1,,CASH AMER INTL INC,2015-10-22,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2015-11-19,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
AIDA1,,WAL-MART STORES INC,2015-10-06,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2015-11-19,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
AIDA1,,WAL-MART STORES INC,2015-10-06,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2015-11-19,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
FTBXL,,FIFTH THIRD BANCORP DEPOSITARY SHARE REPRESENTING 1/25TH PREFERRED SERIES H,2015-09-30,Purchase,"$15,001 - $50,000",NEW,JAMES MCDERMOTT SR IRA,CPN 5.100% DTD 5/16/13 FC 12/31/13 CALL 6/30/23 @100.000,Jim Mcdermott,M000404,2015-10-08,D, WA07,House,,2020-07-26,,Washington,2023-11-16
DUE 12/01/27,,SAVANNAH GA ECON DEV AUTH REV RFDG ARMSTRONG CTR,2015-09-10,Purchase,"$15,001 - $50,000",NEW,STERNE AGEE,INTEREST RATE: 3.000%,Earl Leroy Carter,C001103,2015-09-10,R, GA01,House,,2020-07-26,,Georgia,2023-11-16
DG1,,DOLLAR GEN CORP,2015-09-03,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2015-10-21,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2015-09-03,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2015-10-21,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
LB1,,LAZARD INC,2015-09-01,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2015-11-19,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
LB1,,LAZARD INC,2015-09-01,Purchase,"$250,001 - $500,000",,,,Michael T. McCaul,M001157,2015-11-19,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
